MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
160,5,24.0,2522,1,1,3,3,2,4,0,7,2,2,3,5,7,5,2004,2004,1,1,13,14,3,50.0,3,2,2,2,3,1,1,0.0,1,0.0,970.0,970.0,1,5,1,5,970,739,0,1709,0.0,0.0,2,0,3,1,3,7,3,0,0,5,2004,1,2.0,380.0,3,3,2,0,40,0,0,0,0,0,0,1,0,4,2006,9,4,137500
120,1,37.0,3316,1,2,0,3,2,4,0,21,2,2,4,2,8,5,2005,2005,1,1,8,8,2,0.0,3,2,2,2,3,1,6,1039.0,1,0.0,208.0,1247.0,1,5,1,5,1247,0,0,1247,1.0,0.0,1,1,1,1,3,4,7,1,4,1,2005,3,2.0,550.0,3,3,2,0,84,0,0,0,0,0,0,1,0,4,2006,9,4,197000
90,4,60.0,8544,1,1,3,3,2,0,0,12,2,2,2,2,3,4,1950,1950,1,1,3,3,2,0.0,2,2,3,0,0,0,0,0.0,0,0.0,0.0,0.0,5,4,0,4,1040,0,0,1040,0.0,0.0,2,0,2,2,2,6,7,0,0,5,1987,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,1,0,6,2009,9,4,92900
160,1,24.0,2160,1,2,3,3,2,4,0,21,2,2,3,5,7,5,1999,2000,1,1,8,8,1,212.0,3,2,2,2,3,1,4,510.0,1,0.0,90.0,600.0,1,5,1,5,624,628,0,1252,1.0,0.0,2,1,2,1,3,4,7,0,0,5,1999,1,2.0,462.0,3,3,2,0,48,0,0,0,0,0,0,1,0,3,2008,9,4,160000
50,4,60.0,8400,1,1,3,0,2,4,0,18,2,2,0,0,6,5,1925,1950,1,1,8,8,2,0.0,2,2,2,3,3,1,3,423.0,1,0.0,758.0,1181.0,1,4,1,5,1390,304,0,1694,0.0,0.0,2,0,4,1,2,7,7,1,4,5,1925,1,2.0,576.0,3,3,2,342,0,128,0,0,0,0,0,1,0,6,2008,9,4,136500
20,4,71.0,9230,1,1,3,3,2,0,0,12,1,2,0,2,5,8,1965,1998,3,1,8,8,1,166.0,2,2,1,3,3,2,6,661.0,1,0.0,203.0,864.0,1,3,1,5,1200,0,0,1200,1.0,0.0,1,1,1,1,3,6,7,0,0,5,1977,1,2.0,884.0,3,3,2,0,64,0,0,0,0,0,3,1,0,10,2006,9,4,146000
20,4,74.0,5868,1,1,3,3,2,4,0,12,2,2,0,2,5,7,1956,2000,1,1,8,8,2,0.0,2,2,1,3,3,1,4,248.0,3,240.0,448.0,936.0,1,5,1,5,936,0,0,936,1.0,0.0,1,0,2,1,2,4,7,0,0,1,1956,3,1.0,308.0,3,3,2,0,0,80,0,160,0,0,0,1,0,5,2010,9,4,129000
20,4,78.0,9317,1,1,0,3,2,4,0,5,2,2,0,2,6,5,2006,2006,1,1,13,14,2,0.0,3,2,2,2,3,1,6,24.0,1,0.0,1290.0,1314.0,1,3,1,5,1314,0,0,1314,0.0,0.0,2,0,3,1,3,6,7,1,4,1,2006,2,2.0,440.0,3,3,2,0,22,0,0,0,0,0,0,1,0,3,2007,9,4,176432
70,5,60.0,6882,1,1,3,3,2,4,0,9,2,2,0,5,6,7,1914,2006,1,1,14,15,2,0.0,2,2,2,3,3,1,1,0.0,1,0.0,684.0,684.0,1,2,1,5,773,582,0,1355,0.0,0.0,1,1,3,1,3,7,7,0,0,6,0,0,0.0,0.0,0,0,2,136,0,115,0,0,0,0,0,1,0,3,2007,9,4,127000
120,4,0.0,3696,1,1,3,3,2,4,0,22,2,2,4,2,8,5,1986,1986,1,1,6,6,2,0.0,3,2,1,2,3,1,1,0.0,1,0.0,1074.0,1074.0,1,5,1,5,1088,0,0,1088,0.0,0.0,1,1,2,1,3,5,7,0,0,1,1987,2,2.0,461.0,3,3,2,0,74,137,0,0,0,0,0,1,0,10,2007,9,4,170000
50,5,50.0,6000,1,1,3,3,2,4,0,3,2,2,0,0,4,6,1936,1950,1,1,8,8,2,0.0,2,2,0,3,3,1,4,672.0,1,0.0,0.0,672.0,1,2,1,5,757,567,0,1324,0.0,0.0,1,0,3,1,2,6,7,0,0,5,1936,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2009,9,4,128000
20,4,82.0,11880,1,1,0,3,2,4,0,14,6,2,0,2,7,5,1978,1978,1,1,10,11,1,206.0,2,2,1,2,3,1,5,704.0,1,0.0,567.0,1271.0,1,2,1,5,1601,0,0,1601,0.0,0.0,2,0,3,1,2,7,7,1,3,1,1978,2,2.0,478.0,3,3,2,0,0,0,0,0,0,0,0,1,0,4,2009,0,0,157000
30,4,60.0,8400,1,1,3,0,2,4,0,18,2,2,0,2,2,5,1920,1950,1,1,14,15,2,0.0,2,2,1,3,2,1,3,290.0,1,0.0,0.0,290.0,1,2,0,3,438,0,0,438,0.0,0.0,1,0,1,1,1,3,7,0,0,5,1930,1,1.0,246.0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,2009,9,4,60000
20,4,61.0,9758,1,1,0,3,2,4,0,12,2,2,0,2,5,5,1971,1971,1,1,6,8,2,0.0,2,2,1,3,3,1,4,412.0,2,287.0,251.0,950.0,1,2,1,5,950,0,0,950,0.0,0.0,1,0,3,1,2,5,7,0,0,5,1981,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2007,9,4,119500
20,4,70.0,7000,1,1,3,3,2,4,0,12,2,2,0,2,5,7,1960,2002,1,1,14,15,1,45.0,2,2,1,3,3,1,3,588.0,1,0.0,422.0,1010.0,1,5,1,5,1134,0,0,1134,0.0,0.0,1,0,2,1,2,6,7,0,0,1,1960,2,1.0,254.0,3,3,2,0,16,0,0,0,0,0,1,1,0,4,2007,9,3,135000
20,4,79.0,8910,1,1,3,3,2,0,0,12,2,2,0,2,6,6,1959,1959,3,1,3,3,2,0.0,2,2,1,3,3,2,5,655.0,1,0.0,0.0,655.0,1,5,1,5,1194,0,0,1194,0.0,1.0,1,0,3,1,2,6,7,1,2,3,1954,3,2.0,539.0,3,3,2,0,0,192,0,0,0,0,0,1,0,7,2006,9,4,159500
160,5,24.0,2016,1,1,3,3,2,4,0,2,2,2,4,5,5,5,1970,1970,1,1,6,6,1,304.0,2,2,1,3,3,1,1,0.0,1,0.0,630.0,630.0,1,2,1,5,630,672,0,1302,0.0,0.0,2,1,3,1,2,6,7,0,0,5,1970,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,1,0,4,2007,9,4,106000
60,4,98.0,12256,1,1,0,3,2,0,0,15,2,2,0,5,8,5,1994,1995,1,1,6,6,1,362.0,3,2,2,4,3,3,6,1032.0,1,0.0,431.0,1463.0,1,5,1,5,1500,1122,0,2622,1.0,0.0,2,1,3,1,3,9,7,2,3,1,1994,2,2.0,712.0,3,3,2,186,32,0,0,0,0,0,0,1,0,4,2010,9,4,325000
20,4,114.0,10357,1,1,0,3,2,0,0,20,1,2,0,2,7,5,1990,1991,3,1,6,6,2,0.0,3,2,2,2,3,2,6,738.0,1,0.0,172.0,910.0,1,3,1,5,1442,0,0,1442,1.0,0.0,2,0,3,1,3,6,7,1,3,1,1990,3,2.0,719.0,3,3,2,0,244,0,0,0,0,0,0,1,0,5,2007,9,4,179900
60,4,168.0,23257,1,1,2,1,2,1,0,8,2,2,0,5,7,5,2006,2006,1,1,13,14,2,0.0,3,2,2,4,4,1,1,0.0,1,0.0,868.0,868.0,1,5,1,5,887,1134,0,2021,0.0,0.0,2,1,3,1,3,9,7,1,4,3,2006,2,2.0,422.0,3,3,2,0,100,0,0,0,0,0,0,1,0,9,2006,6,5,274725
60,4,0.0,8063,1,1,3,3,2,4,0,8,2,2,0,5,6,5,2000,2000,1,1,13,14,2,0.0,2,2,2,2,3,1,1,0.0,1,0.0,924.0,924.0,1,5,1,5,948,742,0,1690,0.0,0.0,2,1,3,1,2,7,7,1,3,1,2000,2,2.0,463.0,3,3,2,100,48,0,0,0,0,0,0,1,0,11,2007,9,0,181000
20,4,107.0,11362,1,1,0,3,2,4,0,16,2,2,0,2,8,5,2004,2005,1,1,8,8,3,42.0,3,2,2,4,3,2,6,1039.0,1,0.0,797.0,1836.0,1,5,1,5,1836,0,0,1836,1.0,0.0,2,0,3,1,3,7,7,1,4,1,2004,3,3.0,862.0,3,3,2,125,185,0,0,0,0,0,0,1,0,3,2009,9,4,280000
60,4,0.0,8000,1,1,3,3,2,4,0,8,2,2,0,5,6,5,1995,1996,1,1,6,6,2,0.0,2,2,2,2,3,1,6,219.0,1,0.0,554.0,773.0,1,3,1,5,773,885,0,1658,1.0,0.0,2,1,3,1,2,8,7,1,3,1,1995,3,2.0,431.0,3,3,2,224,84,0,0,0,0,0,0,1,0,6,2008,9,4,188000
60,4,80.0,10480,1,1,3,3,2,4,0,14,2,2,0,5,7,6,1976,1976,3,1,10,11,1,660.0,2,2,1,3,3,1,5,403.0,1,0.0,400.0,803.0,1,2,1,5,1098,866,0,1964,0.0,0.0,2,1,4,1,2,8,7,1,4,1,1976,2,2.0,483.0,3,3,2,0,69,0,0,0,0,0,0,1,0,9,2008,9,4,205000
20,4,73.0,7100,1,1,0,3,2,0,0,12,2,2,0,2,5,7,1957,1957,1,1,15,16,2,0.0,2,2,1,3,3,1,6,708.0,1,0.0,108.0,816.0,1,2,1,4,816,0,0,816,1.0,0.0,1,0,2,1,2,5,7,0,0,5,1957,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2006,9,4,129900
20,4,66.0,8923,1,1,3,3,2,4,0,12,2,2,0,2,5,7,1953,2006,1,1,14,15,2,0.0,2,2,1,3,3,1,4,643.0,1,0.0,365.0,1008.0,1,3,1,5,1008,0,0,1008,1.0,0.0,1,0,2,1,3,6,7,0,0,1,1953,1,1.0,240.0,3,3,2,0,18,0,0,0,0,0,0,1,0,5,2007,9,4,134500
20,4,90.0,5400,1,1,3,3,2,4,0,17,2,2,0,2,5,7,1954,2000,1,1,8,8,2,0.0,2,3,1,3,3,1,3,415.0,1,0.0,418.0,833.0,1,5,1,5,833,0,0,833,0.0,0.0,1,0,2,1,3,4,7,0,0,5,1955,1,1.0,326.0,3,3,2,0,0,0,0,0,0,0,3,1,0,8,2006,9,4,117000
20,4,93.0,12085,1,1,3,3,2,4,0,16,2,2,0,2,8,5,2007,2007,3,1,13,14,3,328.0,3,2,2,4,3,1,6,1004.0,1,0.0,730.0,1734.0,1,5,1,5,1734,0,0,1734,1.0,0.0,2,0,3,1,4,7,7,1,4,1,2007,2,3.0,928.0,3,3,2,0,0,0,0,0,0,0,0,1,0,11,2007,6,5,318000
80,4,0.0,7750,1,1,3,3,2,4,0,8,2,2,0,7,8,5,2002,2002,3,1,13,14,2,0.0,3,2,2,2,3,1,6,353.0,1,0.0,55.0,408.0,1,5,1,5,779,640,0,1419,1.0,0.0,2,1,3,1,3,7,7,1,3,3,2002,3,2.0,527.0,3,3,2,120,0,0,0,0,0,0,0,1,0,3,2009,9,4,184100
20,4,57.0,9764,1,1,0,3,2,2,0,19,1,2,0,2,5,7,1967,2003,1,1,13,14,2,0.0,2,2,1,3,3,1,4,702.0,1,0.0,192.0,894.0,1,5,1,5,894,0,0,894,1.0,0.0,1,0,3,1,3,5,7,0,0,1,1967,2,2.0,450.0,3,3,2,0,0,0,0,0,0,0,0,1,0,5,2008,9,4,130000
80,4,85.0,13825,1,1,3,3,2,4,0,19,2,2,0,7,5,6,1958,1987,1,1,8,8,2,0.0,2,3,1,3,3,1,1,0.0,1,0.0,533.0,533.0,1,2,1,5,1021,580,0,1601,0.0,1.0,1,0,3,1,2,6,5,0,0,3,1958,2,1.0,300.0,3,3,2,280,34,0,0,0,0,0,0,1,0,12,2008,9,4,140000
20,4,70.0,7560,1,1,3,3,2,4,0,12,2,2,0,2,5,5,1959,1959,1,1,3,15,2,0.0,2,2,1,3,3,1,2,369.0,1,0.0,671.0,1040.0,1,2,1,4,1040,0,0,1040,0.0,0.0,1,0,3,1,2,6,7,0,0,1,1959,2,1.0,286.0,3,3,2,140,0,252,0,0,0,0,2,1,0,7,2006,9,4,133700
30,5,59.0,8263,1,1,3,0,2,4,1,9,2,2,0,2,6,5,1920,1950,1,1,3,3,2,0.0,2,2,0,3,3,1,1,0.0,1,0.0,1012.0,1012.0,1,2,1,4,1012,0,0,1012,0.0,0.0,1,0,2,1,2,6,7,1,4,5,1920,1,1.0,308.0,3,3,2,0,22,112,0,0,0,0,3,1,0,5,2007,9,4,118400
20,4,84.0,10084,1,1,3,3,2,4,0,5,2,2,0,2,7,5,2005,2006,1,1,13,14,1,196.0,3,2,2,2,3,3,6,24.0,1,0.0,1528.0,1552.0,1,5,1,5,1552,0,0,1552,0.0,0.0,2,0,3,1,3,7,7,0,0,1,2005,2,3.0,782.0,3,3,2,144,20,0,0,0,0,0,0,1,0,7,2006,6,5,212900
20,4,0.0,8926,1,1,0,3,2,0,0,7,2,2,0,2,4,3,1956,1956,1,1,0,0,2,0.0,2,2,1,3,3,1,1,0.0,1,0.0,672.0,672.0,1,5,1,4,960,0,0,960,0.0,0.0,1,0,3,1,2,5,7,0,0,2,1956,1,1.0,288.0,3,3,2,64,0,0,0,160,0,0,3,1,0,10,2009,0,0,112000
20,4,50.0,9405,1,1,3,3,2,4,0,7,2,2,0,2,5,9,1947,2008,3,1,13,14,2,0.0,2,4,1,3,3,1,1,0.0,1,0.0,698.0,698.0,1,5,1,5,698,0,0,698,0.0,1.0,1,0,2,1,2,4,7,0,0,6,0,0,0.0,0.0,0,0,2,0,200,0,0,0,0,0,0,1,0,6,2009,9,4,118000
80,4,0.0,9125,1,1,0,3,2,4,0,8,2,2,0,7,7,5,1992,1992,1,1,6,6,1,170.0,2,2,2,2,3,1,1,0.0,1,0.0,384.0,384.0,1,3,1,5,812,670,0,1482,0.0,0.0,2,1,3,1,3,7,7,1,3,1,1992,3,2.0,392.0,3,3,2,100,25,0,0,0,0,0,0,1,0,7,2007,9,4,163900
20,4,60.0,10434,1,1,3,3,2,4,0,12,2,2,0,2,4,5,1955,1955,1,1,10,11,2,0.0,2,2,1,3,3,1,1,0.0,1,0.0,1005.0,1005.0,1,2,1,5,1005,0,0,1005,0.0,0.0,1,0,2,1,1,5,7,1,3,5,1977,1,2.0,672.0,2,2,2,0,0,0,0,0,0,0,0,1,0,11,2009,9,4,115000
120,4,53.0,3684,1,1,3,3,2,4,0,0,2,2,4,2,7,5,2007,2007,3,1,13,14,1,130.0,3,2,2,2,3,1,1,0.0,1,0.0,1373.0,1373.0,1,5,1,5,1555,0,0,1555,0.0,0.0,2,0,2,1,3,7,7,1,3,1,2007,3,3.0,660.0,3,3,2,143,20,0,0,0,0,0,0,1,0,6,2009,9,4,174000
20,4,182.0,14572,1,1,2,3,2,0,0,8,2,2,0,2,7,5,2004,2004,3,1,13,14,2,0.0,3,2,2,2,3,3,6,1300.0,1,0.0,230.0,1530.0,1,5,1,5,1530,0,0,1530,1.0,0.0,2,0,3,1,3,7,7,1,4,1,2004,3,3.0,630.0,3,3,2,144,36,0,0,0,0,0,0,1,0,11,2007,9,3,259000
60,4,59.0,11796,1,1,0,3,2,4,0,8,2,2,0,5,7,5,2004,2005,1,1,13,14,2,0.0,3,2,2,2,3,3,1,0.0,1,0.0,847.0,847.0,1,5,1,5,847,1112,0,1959,0.0,0.0,2,1,4,1,3,8,7,1,4,3,2004,3,2.0,434.0,3,3,2,100,48,0,0,0,0,0,0,1,0,7,2007,9,4,215000
90,5,60.0,7200,1,0,3,3,2,4,0,17,2,2,2,6,5,5,1980,1980,1,1,8,8,1,180.0,2,2,1,2,3,4,6,936.0,1,0.0,0.0,936.0,1,2,1,5,936,0,0,936,1.0,0.0,1,0,2,1,2,4,7,0,0,5,1980,1,2.0,672.0,3,3,2,49,0,0,0,0,0,0,0,1,0,8,2007,9,4,140000
50,4,65.0,7804,1,1,3,3,2,4,0,18,2,2,0,0,4,3,1928,1950,1,1,15,11,2,0.0,2,2,0,3,3,1,4,622.0,1,0.0,500.0,1122.0,1,2,1,5,1328,653,0,1981,1.0,0.0,2,0,4,1,3,7,5,2,3,5,1981,1,2.0,576.0,3,3,2,431,44,0,0,0,0,0,3,1,0,12,2009,9,4,135000
20,4,63.0,10712,1,1,3,3,2,4,0,11,2,2,0,2,5,5,1991,1992,1,1,6,6,2,0.0,2,2,2,2,3,2,4,212.0,1,0.0,762.0,974.0,1,2,1,5,974,0,0,974,0.0,0.0,1,0,3,1,2,5,7,0,0,6,0,0,0.0,0.0,0,0,2,0,28,0,0,0,0,0,3,1,0,9,2007,8,0,93500
70,5,90.0,9900,1,1,3,3,2,4,0,17,2,2,0,5,6,4,1880,1950,1,1,14,15,2,0.0,2,2,0,3,3,2,1,0.0,1,0.0,1008.0,1008.0,2,2,1,5,1178,1032,0,2210,0.0,0.0,2,0,5,1,1,8,7,0,0,5,1930,1,1.0,205.0,2,3,0,0,48,0,0,0,0,0,0,1,0,5,2007,9,4,117500
60,4,80.0,9828,1,1,0,3,2,4,0,20,2,2,0,5,8,5,1995,1995,1,1,13,14,2,0.0,3,2,2,2,3,1,6,584.0,1,0.0,544.0,1128.0,1,5,1,5,1142,878,0,2020,0.0,0.0,2,1,3,1,3,8,7,1,3,1,1995,2,2.0,466.0,3,3,2,0,155,0,0,0,0,0,0,1,0,6,2009,9,4,239500
60,4,57.0,8773,1,1,0,1,2,4,0,8,2,2,0,5,6,5,1997,1997,1,1,13,14,2,0.0,2,2,2,2,3,3,1,0.0,1,0.0,916.0,916.0,1,3,1,5,916,684,0,1600,0.0,0.0,2,1,3,1,2,7,7,1,3,1,1997,3,2.0,460.0,3,3,2,100,38,0,0,0,0,0,0,1,0,8,2007,9,4,169000
30,5,60.0,6180,1,1,3,3,2,0,0,3,2,2,0,2,6,5,1926,1950,1,1,14,15,2,0.0,2,2,0,3,3,1,1,0.0,1,0.0,960.0,960.0,1,2,0,5,986,0,0,986,0.0,0.0,1,0,2,1,2,5,7,1,4,5,1926,1,1.0,180.0,3,3,2,0,128,0,0,0,0,0,0,1,0,5,2007,9,4,102000
50,4,80.0,9600,1,1,3,3,2,4,0,12,2,2,0,0,6,5,1950,1950,1,1,13,14,2,0.0,2,2,1,3,3,1,4,280.0,1,0.0,752.0,1032.0,1,2,1,4,1032,220,0,1252,0.0,0.0,1,0,3,1,2,6,7,0,0,1,1950,1,1.0,288.0,3,3,2,0,0,96,0,0,0,0,0,1,0,4,2008,9,0,119000
50,4,54.0,6342,1,1,3,3,2,4,0,19,1,2,0,0,5,8,1875,1996,1,1,13,14,2,0.0,2,3,1,3,3,1,1,0.0,1,0.0,780.0,780.0,1,3,0,5,780,240,0,1020,0.0,0.0,1,0,2,1,2,6,7,0,0,6,0,0,0.0,0.0,0,0,0,0,0,176,0,0,0,0,0,1,0,5,2010,9,4,94000
20,4,0.0,9819,1,1,0,3,2,4,1,11,2,2,0,2,6,5,1977,1977,1,1,10,7,2,0.0,2,2,2,3,3,4,5,1567.0,1,0.0,0.0,1567.0,1,2,1,5,1567,0,0,1567,1.0,0.0,2,0,2,1,3,5,7,2,3,1,1977,2,2.0,714.0,3,3,2,264,32,0,0,0,0,0,0,1,0,5,2009,9,4,196000
30,4,98.0,8731,1,1,0,3,2,4,0,3,2,2,0,2,5,5,1920,1950,1,1,12,13,2,0.0,2,1,0,3,3,1,4,645.0,1,0.0,270.0,915.0,1,2,1,5,1167,0,0,1167,0.0,0.0,1,0,3,1,2,6,3,1,4,5,1972,1,2.0,495.0,3,3,2,0,0,216,0,126,0,0,0,1,0,5,2007,9,4,144000
20,4,60.0,7350,1,1,3,3,2,0,0,12,2,2,0,2,5,7,1951,1951,1,1,6,6,2,0.0,2,2,1,3,3,2,5,852.0,1,0.0,100.0,952.0,1,2,1,5,952,0,0,952,1.0,0.0,1,0,2,1,2,4,7,0,0,5,1988,1,2.0,840.0,3,3,2,0,0,0,0,0,0,0,0,1,0,6,2008,0,0,139000
60,4,0.0,10304,1,1,0,3,2,1,0,14,4,2,0,5,5,7,1976,1976,1,1,10,11,1,44.0,2,3,1,3,3,1,5,381.0,1,0.0,399.0,780.0,1,5,1,5,1088,780,0,1868,1.0,0.0,2,1,4,1,3,9,7,1,3,1,1976,1,2.0,484.0,3,3,2,448,96,0,0,0,0,0,0,1,0,10,2009,9,4,197500
60,4,77.0,9965,1,1,3,3,2,4,0,5,2,2,0,5,8,5,2006,2007,3,1,13,14,3,340.0,3,2,2,4,3,4,6,1150.0,1,0.0,316.0,1466.0,1,5,1,5,1466,1362,0,2828,1.0,0.0,3,0,4,1,3,11,7,1,3,3,2006,2,3.0,1052.0,3,3,2,125,144,0,0,0,0,0,0,1,0,4,2007,6,5,424870
20,4,0.0,9000,1,1,3,3,2,4,0,19,2,2,0,2,5,3,1959,1959,1,1,14,11,2,0.0,2,2,1,3,3,1,6,288.0,1,0.0,718.0,1006.0,1,2,1,5,1006,0,0,1006,0.0,0.0,1,0,3,1,2,5,7,0,0,6,0,0,0.0,0.0,0,0,2,0,24,0,0,0,0,0,0,1,0,7,2008,9,4,80000
190,4,60.0,12180,1,1,3,3,2,4,0,7,2,2,1,0,4,4,1941,1950,1,1,8,8,2,0.0,2,1,0,2,3,1,4,348.0,1,0.0,324.0,672.0,3,4,0,4,672,252,0,924,1.0,0.0,1,0,2,1,1,5,7,0,0,5,1941,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,3,1,0,7,2010,9,4,80000
50,5,52.0,6240,1,1,3,3,2,4,0,3,2,2,0,0,5,6,1928,1950,1,1,8,8,2,0.0,2,2,0,3,3,1,1,0.0,1,0.0,1042.0,1042.0,1,5,1,5,1042,534,0,1576,0.0,0.0,1,0,3,1,2,8,7,1,4,5,1928,1,1.0,225.0,3,3,2,0,0,0,0,0,0,0,0,1,0,8,2006,9,3,149000
20,4,0.0,11200,1,1,3,3,2,4,0,20,2,2,0,2,6,5,1985,1985,1,1,14,16,1,85.0,3,2,1,2,3,1,6,1258.0,1,0.0,40.0,1298.0,1,2,1,5,1298,0,0,1298,1.0,0.0,2,0,3,1,3,5,7,1,3,1,1985,1,2.0,403.0,3,3,2,165,26,0,0,0,0,0,0,1,0,5,2006,9,4,180000
70,4,75.0,12000,1,1,3,0,2,4,0,6,2,2,0,5,7,7,1941,1950,1,1,8,8,2,0.0,2,2,1,3,3,1,3,275.0,1,0.0,429.0,704.0,1,5,1,5,860,704,0,1564,0.0,0.0,1,1,3,1,1,7,7,1,4,1,1941,1,1.0,234.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2009,9,4,174500
50,5,0.0,5700,1,1,3,3,2,4,0,17,2,2,0,0,7,7,1926,1950,1,1,14,15,2,0.0,2,2,2,3,3,1,1,0.0,1,0.0,572.0,572.0,1,2,1,5,572,539,0,1111,0.0,0.0,1,0,2,1,2,5,7,1,4,5,1982,1,1.0,288.0,3,3,2,0,0,176,0,0,0,0,0,1,0,8,2008,9,4,116900
70,5,50.0,9000,1,1,3,3,2,4,0,17,0,2,0,5,7,9,1920,1988,3,1,13,14,2,0.0,2,3,2,3,3,1,5,624.0,1,0.0,26.0,650.0,1,5,1,5,832,650,0,1482,0.0,1.0,1,0,3,1,2,7,7,0,0,5,1930,1,2.0,324.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2009,9,4,143000
20,4,57.0,8280,1,1,0,3,2,4,0,12,2,2,0,2,6,5,1950,1950,1,1,3,3,2,0.0,2,2,1,3,3,1,1,0.0,1,0.0,932.0,932.0,1,5,1,4,932,0,0,932,0.0,0.0,1,0,2,1,3,4,7,1,4,1,1950,1,1.0,306.0,3,3,2,0,0,214,0,0,0,0,4,1,0,11,2007,9,4,124000
20,4,134.0,17755,1,1,3,3,2,4,0,7,2,2,0,2,5,4,1959,1959,1,1,6,11,1,132.0,2,2,1,3,3,1,4,176.0,1,0.0,1290.0,1466.0,1,2,1,5,1466,0,0,1466,0.0,0.0,1,1,3,1,1,6,7,2,4,1,1959,3,2.0,528.0,3,3,2,0,140,0,0,100,0,0,0,1,0,11,2006,9,4,149900
20,4,90.0,14115,1,1,0,3,2,4,0,6,2,2,0,2,6,7,1956,2004,1,1,11,12,2,0.0,2,2,2,3,3,1,5,296.0,6,547.0,230.0,1073.0,1,5,1,5,1811,0,0,1811,0.0,0.0,1,0,2,1,4,6,7,1,4,1,1956,3,2.0,470.0,3,3,2,0,0,280,0,0,0,0,0,1,0,7,2006,9,0,230000
30,5,0.0,5890,1,1,3,3,2,0,0,9,2,2,0,2,6,8,1930,2007,1,1,14,15,2,0.0,3,3,0,3,3,3,5,538.0,1,0.0,278.0,816.0,1,5,1,5,816,0,0,816,0.0,0.0,1,0,2,1,2,5,7,0,0,5,2002,1,1.0,432.0,3,3,2,0,0,96,0,0,0,0,0,1,0,6,2008,9,4,120500
60,4,0.0,13700,1,1,0,3,2,4,0,12,2,2,0,5,7,6,1965,1988,1,1,13,14,3,288.0,2,2,1,3,3,4,5,454.0,1,0.0,410.0,864.0,1,2,1,5,902,918,0,1820,0.0,0.0,1,2,4,1,3,8,7,2,4,1,1965,1,2.0,492.0,3,3,2,60,84,0,0,273,0,0,4,1,0,5,2008,9,4,201800
20,4,90.0,10768,1,1,0,3,2,0,0,24,2,2,0,2,5,8,1976,2004,1,1,10,11,2,0.0,3,3,1,2,3,4,5,1157.0,1,0.0,280.0,1437.0,1,2,1,5,1437,0,0,1437,1.0,0.0,2,0,3,1,3,6,7,1,2,1,1976,2,2.0,528.0,3,3,2,0,21,0,0,180,0,0,0,1,0,7,2007,9,4,218000
80,4,85.0,9350,1,1,3,3,2,4,0,12,2,2,0,7,5,8,1965,1999,1,1,3,3,2,0.0,2,3,2,3,3,4,5,633.0,1,0.0,586.0,1219.0,1,3,1,5,1265,0,0,1265,0.0,1.0,2,0,3,1,3,6,7,1,4,1,1965,2,2.0,502.0,3,3,2,0,92,0,96,0,0,0,3,1,0,10,2008,9,4,179900
120,4,34.0,5001,1,1,0,3,2,4,0,16,2,2,3,2,7,5,2007,2008,1,1,13,14,3,166.0,3,2,2,2,3,1,6,904.0,1,0.0,410.0,1314.0,1,5,1,5,1314,0,0,1314,1.0,0.0,2,0,2,1,3,6,7,1,4,1,2008,2,2.0,626.0,3,3,2,172,62,0,0,0,0,0,0,1,0,7,2009,9,4,230000
20,4,92.0,11932,1,1,3,3,2,2,0,21,1,2,0,2,8,5,2007,2008,1,1,13,14,3,186.0,3,2,2,2,3,1,1,0.0,1,0.0,1580.0,1580.0,1,5,1,5,1580,0,0,1580,0.0,0.0,2,0,3,1,3,7,7,0,0,1,2008,2,3.0,830.0,3,3,2,0,24,0,0,0,0,0,0,1,0,6,2008,3,5,235128
