MSSubClass,BldgType,Heating,Exterior2nd,Street,MSZoning,CentralAir,RoofMatl,Condition1,Exterior1st,MasVnrType,SaleType,LandContour,GarageType,Condition2,LotConfig,LandSlope,RoofStyle,SaleCondition,LotShape,MiscFeature,Neighborhood,HouseStyle,Alley,Foundation,MSSubClass,BldgType,Heating,Exterior2nd,Street,MSZoning,CentralAir,RoofMatl,Condition1,Exterior1st,MasVnrType,SaleType,LandContour,GarageType,Condition2,LotConfig,LandSlope,RoofStyle,SaleCondition,LotShape,MiscFeature,Neighborhood,HouseStyle,Alley,Foundation
80,1Fam,GasA,HdBoard,Pave,RM,Y,CompShg,Norm,HdBoard,BrkFace,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,IDOTRR,SLvl,None,CBlock,80,0,1,6,1,5,1,1,2,6,1,9,3,1,2,0,0,1,4,3,1,9,7,1,1
60,1Fam,GasA,VinylSd,Pave,RM,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,IDOTRR,2Story,Grvl,CBlock,60,0,1,14,1,5,1,1,2,13,2,9,3,5,2,4,0,1,4,3,1,9,5,0,1
50,1Fam,GasA,MetalSd,Pave,RM,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,IDOTRR,1.5Fin,Grvl,CBlock,50,0,1,8,1,5,1,1,2,8,2,9,3,5,2,4,0,1,4,3,1,9,0,0,1
190,2fmCon,GasA,MetalSd,Pave,RM,Y,CompShg,Norm,MetalSd,None,COD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Abnorml,Reg,None,IDOTRR,1.5Fin,Grvl,BrkTil,190,1,1,8,1,5,1,1,2,8,2,0,3,5,2,4,0,1,0,3,1,9,0,0,0
50,1Fam,GasA,Wd Sdng,Pave,RM,Y,CompShg,Artery,Wd Sdng,None,COD,Lvl,Detchd,Norm,Corner,Gtl,Gable,Abnorml,Reg,None,IDOTRR,1.5Fin,Grvl,CBlock,50,0,1,15,1,5,1,1,0,14,2,0,3,5,2,0,0,1,0,3,1,9,0,0,1
70,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Feedr,Wd Sdng,None,WD,Bnk,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Sawyer,2Story,None,CBlock,70,0,1,15,1,4,1,1,1,14,2,9,0,1,2,4,0,1,4,3,1,19,5,1,1
190,2fmCon,GasA,Plywood,Pave,RL,N,CompShg,Norm,Plywood,None,WD,Lvl,Detchd,Norm,Corner,Gtl,Gable,Normal,IR1,None,SWISU,1.5Fin,None,CBlock,190,1,1,11,1,4,0,1,2,10,2,9,3,5,2,0,0,1,4,0,1,18,0,1,1
190,2fmCon,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Sawyer,SFoyer,None,CBlock,190,1,1,6,1,4,1,1,2,6,2,9,3,5,2,4,0,1,4,3,1,19,6,1,1
85,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Sawyer,SFoyer,None,CBlock,85,0,1,6,1,4,1,1,2,6,1,9,3,5,2,4,0,1,4,3,1,19,6,1,1
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Feedr,HdBoard,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Sawyer,1Story,None,CBlock,20,0,1,6,1,4,1,1,1,6,2,9,3,5,2,4,0,1,4,3,1,19,2,1,1
80,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,WD,Lvl,Detchd,Norm,Inside,Gtl,Hip,Normal,IR1,None,Sawyer,SLvl,None,CBlock,80,0,1,6,1,4,1,1,2,6,1,9,3,5,2,4,0,3,4,0,1,19,7,1,1
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,Sawyer,1Story,None,CBlock,20,0,1,6,1,4,1,1,2,6,1,9,3,1,2,4,0,1,4,0,1,19,2,1,1
190,2fmCon,GasA,HdBoard,Pave,RL,Y,CompShg,Feedr,HdBoard,None,WD,Lvl,Detchd,Norm,FR3,Gtl,Gable,Normal,Reg,None,Sawyer,1Story,None,CBlock,190,1,1,6,1,4,1,1,1,6,2,9,3,5,2,3,0,1,4,3,1,19,2,1,1
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,Sawyer,1Story,None,CBlock,20,0,1,6,1,4,1,1,2,6,1,9,3,1,2,4,0,1,4,0,1,19,2,1,1
20,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,BrkFace,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,Sawyer,1Story,None,CBlock,20,0,1,8,1,4,1,1,2,8,1,9,3,5,2,4,0,1,4,0,1,19,2,1,1
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Feedr,Plywood,None,WD,Lvl,Detchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,Sawyer,1Story,None,CBlock,20,0,1,11,1,4,1,1,1,10,2,9,3,5,2,0,0,1,4,3,1,19,2,1,1
20,1Fam,GasA,BrkFace,Pave,RL,Y,CompShg,PosA,BrkFace,None,WD,Bnk,Attchd,Norm,Inside,Mod,Hip,Normal,Reg,None,Sawyer,1Story,None,CBlock,20,0,1,3,1,4,1,1,3,3,2,9,0,1,2,4,1,3,4,3,1,19,2,1,1
60,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Feedr,Wd Sdng,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,Shed,Sawyer,2Story,None,CBlock,60,0,1,15,1,4,1,1,1,14,1,9,3,1,2,4,0,1,4,3,3,19,5,1,1
50,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Sawyer,1.5Fin,None,BrkTil,50,0,1,15,1,4,1,1,2,14,2,9,3,1,2,4,0,1,4,3,1,19,0,1,0
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Sawyer,1Story,None,CBlock,20,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,3,1,19,2,1,1
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Feedr,Plywood,BrkFace,None,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,Sawyer,1Story,None,CBlock,20,0,1,11,1,4,1,1,1,10,1,7,3,1,2,0,0,1,4,3,1,19,2,1,1
20,1Fam,GasA,Wd Sdng,Pave,RL,N,CompShg,Norm,Wd Sdng,None,WD,Lvl,2Types,Norm,Inside,Gtl,Gable,Normal,Reg,None,Sawyer,1Story,None,Slab,20,0,1,15,1,4,0,1,2,14,2,9,3,0,2,4,0,1,4,3,1,19,2,1,3
20,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,BrkFace,WD,Lvl,Attchd,Norm,Corner,Gtl,Hip,Normal,Reg,None,ClearCr,1Story,None,PConc,20,0,1,15,1,4,1,1,2,14,1,9,3,1,2,0,0,3,4,3,1,4,2,1,2
20,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,None,WD,Lvl,Detchd,Norm,Corner,Gtl,Hip,Normal,IR1,None,Edwards,1Story,None,CBlock,20,0,1,15,1,4,1,1,2,14,2,9,3,5,2,0,0,3,4,0,1,7,2,1,1
20,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,None,COD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,Edwards,1Story,None,CBlock,20,0,1,8,1,4,1,1,2,8,2,0,3,5,2,4,0,1,4,0,1,7,2,1,1
20,1Fam,GasA,Wd Sdng,Pave,RL,N,CompShg,Feedr,Wd Sdng,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,1Story,None,CBlock,20,0,1,15,1,4,0,1,1,14,2,9,3,1,2,4,0,1,4,3,1,7,2,1,1
20,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,Stone,WD,Lvl,Attchd,Norm,Corner,Gtl,Hip,Normal,IR1,None,ClearCr,1Story,None,CBlock,20,0,1,8,1,4,1,1,2,8,3,9,3,1,2,0,0,3,4,0,1,4,2,1,1
50,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,1.5Fin,None,CBlock,50,0,1,15,1,4,1,1,2,14,2,9,3,1,2,4,0,1,4,3,1,7,0,1,1
20,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,None,WD,HLS,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,SWISU,1Story,None,CBlock,20,0,1,8,1,4,1,1,2,8,2,9,1,1,2,4,0,1,4,3,1,18,2,1,1
30,1Fam,GasA,HdBoard,Pave,RL,N,CompShg,Norm,HdBoard,None,WD,Lvl,Detchd,Norm,CulDSac,Gtl,Gable,Normal,IR1,None,Edwards,1Story,None,Slab,30,0,1,6,1,4,0,1,2,6,2,9,3,5,2,1,0,1,4,0,1,7,2,1,3
120,TwnhsE,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,BrkFace,WD,Lvl,Attchd,Norm,Inside,Mod,Gable,Normal,Reg,None,Edwards,1Story,None,CBlock,120,4,1,15,1,4,1,1,2,14,1,9,3,1,2,4,1,1,4,3,1,7,2,1,1
20,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,1Story,None,CBlock,20,0,1,15,1,4,1,1,2,14,2,9,3,5,2,4,0,1,4,3,1,7,2,1,1
50,1Fam,GasA,Wd Sdng,Pave,RL,N,CompShg,Norm,Wd Sdng,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,1.5Fin,None,PConc,50,0,1,15,1,4,0,1,2,14,2,9,3,1,2,4,0,1,4,3,1,7,0,1,2
50,1Fam,GasW,MetalSd,Pave,RL,N,CompShg,Norm,MetalSd,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gambrel,Normal,Reg,None,Edwards,1.5Fin,None,BrkTil,50,0,2,8,1,4,0,1,2,8,2,9,3,5,2,4,0,2,4,3,1,7,0,1,0
50,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Feedr,Wd Sdng,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,SawyerW,1.5Fin,None,CBlock,50,0,1,15,1,4,1,1,1,14,2,9,3,1,2,4,0,1,4,3,1,20,0,1,1
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,CWD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,SawyerW,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,1,3,1,2,4,0,1,4,3,1,20,5,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,Stone,New,Lvl,Attchd,Norm,Inside,Gtl,Gable,Partial,Reg,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,3,6,3,1,2,4,0,1,5,3,1,5,2,1,2
20,1Fam,GasA,CmentBd,Pave,RL,Y,CompShg,Norm,CemntBd,None,New,Lvl,Attchd,Norm,Inside,Gtl,Hip,Partial,IR1,None,CollgCr,1Story,None,PConc,20,0,1,5,1,4,1,1,2,5,2,6,3,1,2,4,0,3,5,0,1,5,2,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,Stone,New,Lvl,Attchd,Norm,Inside,Gtl,Gable,Partial,IR1,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,3,6,3,1,2,4,0,1,5,0,1,5,2,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,1,4,0,1,5,2,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,1,4,3,1,5,2,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,3,1,5,2,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,3,1,5,5,1,2
60,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,SawyerW,2Story,None,PConc,60,0,1,6,1,4,1,1,2,6,1,9,3,1,2,4,0,1,4,0,1,20,5,1,2
20,1Fam,GasA,Wd Sdng,Pave,RL,Y,WdShngl,Norm,Wd Sdng,None,WD,Low,Attchd,Norm,Inside,Sev,Shed,Normal,IR1,None,ClearCr,1Story,None,CBlock,20,0,1,15,1,4,1,7,2,14,2,9,2,1,2,4,2,5,4,0,1,4,2,1,1
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Detchd,Norm,CulDSac,Gtl,Gable,Normal,IR2,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,2,9,3,5,2,1,0,1,4,1,1,5,2,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,0,1,5,5,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,IR2,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,2,9,3,5,2,4,0,1,4,1,1,5,2,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Low,Attchd,Norm,Inside,Mod,Gable,Normal,IR2,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,2,9,2,1,2,4,1,1,4,1,1,5,2,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,CulDSac,Gtl,Gable,Normal,IR2,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,9,3,1,2,1,0,1,4,1,1,5,5,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,CulDSac,Gtl,Gable,Normal,IR2,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,9,3,1,2,1,0,1,4,1,1,5,5,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,0,1,5,5,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,1,4,3,1,5,5,1,2
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,WD,Bnk,Attchd,Norm,Inside,Gtl,Gable,Family,IR1,None,CollgCr,1Story,None,CBlock,20,0,1,6,1,4,1,1,2,6,2,9,0,1,2,4,0,1,3,0,1,5,2,1,1
80,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,CollgCr,SLvl,None,CBlock,80,0,1,14,1,4,1,1,2,13,1,9,3,5,2,4,0,1,4,0,1,5,7,1,1
80,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,Plywood,BrkFace,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,CollgCr,SLvl,None,CBlock,80,0,1,14,1,4,1,1,2,10,1,9,3,5,2,4,0,1,4,3,1,5,7,1,1
20,1Fam,GasA,CmentBd,Pave,RL,Y,CompShg,Norm,CemntBd,None,WD,Lvl,Detchd,Norm,CulDSac,Gtl,Gable,Normal,IR1,None,CollgCr,1Story,None,CBlock,20,0,1,5,1,4,1,1,2,5,2,9,3,5,2,1,0,1,4,0,1,5,2,1,1
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,WD,Lvl,Attchd,Norm,CulDSac,Gtl,Gable,Normal,IR1,None,CollgCr,1Story,None,CBlock,20,0,1,6,1,4,1,1,2,6,2,9,3,1,2,1,0,1,4,0,1,5,2,1,1
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,Con,Lvl,Attchd,Norm,Corner,Gtl,Hip,Normal,Reg,None,CollgCr,1Story,None,CBlock,20,0,1,6,1,4,1,1,2,6,2,2,3,1,2,0,0,3,4,3,1,5,2,1,1
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,CollgCr,1Story,None,CBlock,20,0,1,14,1,4,1,1,2,13,2,9,3,5,2,4,0,1,4,3,1,5,2,1,1
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,Plywood,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,CollgCr,1Story,None,CBlock,20,0,1,11,1,4,1,1,2,10,2,9,3,5,2,4,0,1,4,3,1,5,2,1,1
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,3,1,5,2,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,3,1,5,5,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,1,4,3,1,5,5,1,2
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Hip,Normal,Reg,None,CollgCr,1Story,None,PConc,20,0,1,6,1,4,1,1,2,6,1,9,3,1,2,4,0,3,4,3,1,5,2,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,1,4,3,1,5,5,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,IR3,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,9,3,1,2,0,0,1,4,2,1,5,5,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,CulDSac,Mod,Gable,Normal,IR2,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,1,9,3,1,2,1,1,1,4,1,1,5,2,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,New,Lvl,Attchd,Norm,Inside,Gtl,Gable,Partial,IR1,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,6,3,1,2,4,0,1,5,0,1,5,5,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,FR2,Gtl,Gable,Normal,Reg,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,2,9,3,1,2,2,0,1,4,3,1,5,2,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,New,Lvl,Attchd,Norm,Inside,Gtl,Gable,Partial,Reg,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,2,6,3,1,2,4,0,1,5,3,1,5,2,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,3,1,5,5,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,0,1,5,5,1,2
85,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,WD,Low,Attchd,Norm,Inside,Gtl,Gable,Abnorml,Reg,Shed,Edwards,SFoyer,None,CBlock,85,0,1,6,1,4,1,1,2,6,1,9,2,1,2,4,0,1,0,3,3,7,6,1,1
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,Stone,COD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,1Story,None,CBlock,20,0,1,14,1,4,1,1,2,13,3,0,3,5,2,4,0,1,4,3,1,7,2,1,1
50,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,1.5Fin,None,CBlock,50,0,1,14,1,4,1,1,2,13,2,9,3,5,2,4,0,1,4,3,1,7,0,1,1
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,Stone,WD,Lvl,Attchd,Norm,Inside,Gtl,Hip,Normal,Reg,None,Edwards,1Story,None,CBlock,20,0,1,6,1,4,1,1,2,6,3,9,3,1,2,4,0,3,4,3,1,7,2,1,1
80,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,HdBoard,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,SLvl,None,CBlock,80,0,1,11,1,4,1,1,2,6,2,9,3,5,2,4,0,1,4,3,1,7,7,1,1
90,Duplex,GasA,Plywood,Pave,RL,Y,CompShg,Norm,Plywood,None,WD,Lvl,Attchd,Norm,CulDSac,Gtl,Gable,Normal,IR1,None,Edwards,2Story,None,Slab,90,2,1,11,1,4,1,1,2,10,2,9,3,1,2,1,0,1,4,0,1,7,5,1,3
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,BuiltIn,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,9,3,3,2,4,0,1,4,3,1,7,5,1,2
20,1Fam,GasA,CmentBd,Pave,RL,Y,CompShg,Norm,CemntBd,Stone,New,Bnk,Attchd,Norm,Inside,Gtl,Hip,Partial,IR1,None,Edwards,1Story,None,PConc,20,0,1,5,1,4,1,1,2,5,3,6,0,1,2,4,0,3,5,0,1,7,2,1,2
180,TwnhsE,GasA,VinylSd,Pave,RM,Y,CompShg,Norm,VinylSd,Stone,WD,Lvl,Basment,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,SFoyer,None,PConc,180,4,1,14,1,5,1,1,2,13,3,9,3,2,2,4,0,1,4,3,1,7,6,1,2
20,1Fam,GasA,Wd Shng,Pave,RL,Y,CompShg,Norm,WdShing,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,1Story,None,CBlock,20,0,1,16,1,4,1,1,2,15,2,9,3,5,2,4,0,1,4,3,1,7,2,1,1
90,Duplex,GasA,Plywood,Pave,RL,N,CompShg,Norm,AsbShng,BrkCmn,WD,Lvl,None,Norm,Corner,Gtl,Gable,Normal,Reg,None,Edwards,1Story,None,PConc,90,2,1,11,1,4,0,1,2,0,0,9,3,6,2,0,0,1,4,3,1,7,2,1,2
90,Duplex,GasA,Plywood,Pave,RL,N,CompShg,Norm,Plywood,None,WD,Lvl,None,Norm,Inside,Gtl,Gable,Abnorml,Reg,None,Edwards,1Story,None,CBlock,90,2,1,11,1,4,0,1,2,10,2,9,3,6,2,4,0,1,0,3,1,7,2,1,1
40,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,None,WD,Bnk,Detchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,Edwards,1.5Fin,None,BrkTil,40,0,1,15,1,4,1,1,2,14,2,9,0,5,2,0,0,1,4,3,1,7,0,1,0
20,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,1Story,None,CBlock,20,0,1,8,1,4,1,1,2,8,2,9,3,5,2,4,0,1,4,3,1,7,2,1,1
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,WdShing,None,COD,HLS,Detchd,Norm,Inside,Gtl,Gable,Family,Reg,None,Edwards,1Story,None,CBlock,20,0,1,11,1,4,1,1,2,15,2,0,1,5,2,4,0,1,3,3,1,7,2,1,1
90,Duplex,Grav,Plywood,Pave,RL,N,CompShg,Norm,Wd Sdng,None,WD,Lvl,None,Norm,Inside,Gtl,Hip,AdjLand,Reg,Shed,SWISU,2Story,None,PConc,90,2,3,11,1,4,0,1,2,14,2,9,3,6,2,4,0,3,1,3,3,18,5,1,2
